30,7,0,2,0,2,0
0,0,0,0,0,0,0
3,0,0,0,0,0,0
9,0,3,3,0,0,0
0,0,0,0,0,0,0
4,0,1,1,0,0,3
3,2,0,2,0,0,0
47,19,7,2,6,2,1
9,7,2,1,3,0,2
2,2,0,2,0,0,1
10,8,2,0,0,1,0
4,0,2,3,2,2,2
0,0,0,0,0,0,0
10,4,0,1,0,0,2
11,16,26,14,15,6,5
0,0,1,0,0,0,0
2,2,0,0,1,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
2,3,1,1,0,1,1
0,1,2,2,0,0,1
1,4,1,1,0,0,0
0,0,0,0,0,0,0
5,4,4,0,0,2,0
52,84,79,77,86,61,48
14,7,6,6,0,1,1
1,0,0,0,0,0,0
3,0,2,1,6,2,1
0,0,0,0,0,0,0
41,53,26,15,18,11,10
0,0,0,0,0,0,0
34,6,0,5,5,1,1
26,15,11,5,2,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
17,18,18,6,4,7,3
39,18,5,5,7,10,4
2,2,2,1,0,0,6
0,0,0,0,0,0,0
10,8,5,2,3,1,0
5,3,4,1,0,2,4
1,1,1,0,0,0,0
5,0,2,0,1,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
5,2,0,0,0,1,1
8,1,6,3,5,3,1
25,21,22,13,17,9,5
1,3,0,0,0,0,0
3,2,6,1,2,0,1
5,0,0,0,1,0,0
23,8,6,11,3,0,2
0,0,0,0,0,0,0
19,12,3,2,6,1,2
1,0,1,1,0,0,1
1,0,0,0,1,1,0
0,0,0,0,0,0,0
7,5,1,2,0,2,2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
2,4,2,2,5,0,1
5,0,1,1,0,0,0
9,8,2,1,3,0,0
3,1,1,3,6,1,0
0,0,0,0,0,0,0
26,14,4,1,1,1,1
6,7,6,7,9,5,2
0,0,0,0,0,1,0
0,0,0,0,0,0,0
15,6,7,2,6,14,7
2,0,1,0,0,0,0
30,12,10,7,13,6,4
0,0,0,1,0,1,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
24,17,11,8,5,9,7
12,10,4,2,0,4,1
0,3,2,3,3,4,0
2,0,0,2,0,0,3
0,0,1,0,1,2,0
63,27,28,18,10,5,5
1,0,0,1,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,5,1,4,2,3,0
1,3,2,1,0,0,1
0,0,3,0,0,1,1
25,18,4,0,3,1,3
0,0,0,2,0,0,0
50,20,23,7,8,11,0
176,88,14,1,15,6,5
1,1,1,0,3,0,3
3,0,1,0,1,0,0
25,7,7,10,4,7,4
3,4,0,0,0,0,0
6,3,1,3,2,1,1
14,8,7,0,1,0,0
13,4,3,4,0,1,1
0,12,1,6,4,9,3
8,13,9,5,10,5,1
1,1,2,0,0,0,0
9,3,7,2,3,0,0
0,0,0,0,0,0,0
4,1,0,0,0,0,0
0,0,0,0,1,0,0
1,1,0,0,0,0,0
3,3,4,1,2,0,0
0,0,0,0,0,1,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
4,3,1,1,1,0,3
0,0,0,0,0,0,0
16,3,5,1,2,4,0
3,2,1,3,0,0,0
3,4,6,5,0,4,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,2,0,2,0,0,0
18,2,1,4,3,3,3
0,0,0,0,0,0,0
22,7,0,7,7,6,4
5,5,2,1,0,1,3
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
5,7,0,3,2,2,2
5,12,7,10,0,1,5
0,1,3,1,0,0,0
0,0,0,0,0,0,0
62,61,63,46,24,39,11
80,28,13,9,5,7,1
2,3,1,3,4,1,1
0,0,0,0,0,0,0
2,1,0,0,0,0,0
29,15,13,13,10,1,3
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
13,12,10,5,12,1,8
0,0,0,0,1,0,0
4,44,19,23,20,27,5
18,8,1,3,4,5,3
12,5,5,2,3,5,3
6,3,0,2,0,0,1
15,2,5,5,1,2,1
0,0,0,0,0,0,0
26,7,6,4,2,4,2
28,32,15,11,9,8,2
1,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,1,0
24,8,3,3,7,3,3
241,74,52,40,31,3,2
0,0,0,0,0,0,0
0,1,0,1,1,0,0
19,7,11,3,4,1,0
1,2,1,1,1,2,0
1,0,0,0,0,0,0
150,54,42,15,25,18,18
4,2,3,0,0,1,1
3,0,0,0,1,0,0
0,0,0,1,0,0,0
1,0,0,1,0,0,0
10,3,1,1,3,1,0
3,1,0,0,0,0,0
7,11,2,2,3,3,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
4,2,0,2,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
8,2,5,0,0,2,0
3,2,0,0,2,0,0
2,0,3,1,1,0,0
0,0,0,0,0,0,0
0,0,1,0,0,0,0
1,1,0,2,0,0,0
3,2,4,3,5,6,4
0,0,0,0,0,0,0
57,13,17,16,8,4,5
0,0,0,0,0,0,0
7,10,23,15,24,16,7
5,0,0,1,0,1,0
16,7,7,2,5,4,1
9,3,2,2,1,6,5
11,2,0,0,0,0,0
1,5,5,6,4,4,2
0,0,0,0,0,0,0
13,5,3,2,0,0,0
62,25,9,8,5,10,5
15,4,6,2,6,5,1
14,4,1,2,2,2,2
2,1,3,2,0,0,4
124,24,30,16,5,5,2
1,0,1,1,0,1,0
17,4,1,3,3,4,1
14,3,0,5,1,1,0
0,2,0,1,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,0,0,0,0,0
5,0,0,2,0,0,1
2,1,0,0,0,0,0
3,10,4,1,1,2,0
0,0,0,0,0,0,0
777,251,167,100,115,60,43
2,3,0,4,3,1,1
0,1,0,1,0,0,0
2,1,0,0,1,0,1
0,0,0,0,0,0,0
30,51,26,17,25,19,18
9,2,0,7,1,2,0
0,0,0,104,0,0,19
10,3,5,4,3,3,4
0,1,0,0,0,1,0
23,5,12,11,6,6,0
0,0,0,0,0,0,0
0,0,2,0,0,0,0
0,3,0,0,1,1,0
4,2,1,0,0,0,0
14,8,5,3,3,1,2
0,0,0,0,0,0,0
8,6,2,1,1,1,3
41,19,4,7,2,1,0
16,5,5,5,1,1,2
14,6,3,5,3,3,3
0,0,1,0,0,0,0
2,3,1,0,0,0,1
4,15,8,2,2,0,0
0,1,1,0,0,0,0
16,5,5,2,5,3,4
7,14,13,17,11,2,2
13,9,1,1,0,1,0
0,0,0,0,0,0,0
14,14,14,10,6,17,14
7,5,3,3,3,0,0
0,1,0,0,0,2,0
7,6,1,1,1,1,0
2,2,1,0,0,0,1
26,51,29,22,10,9,13
9,10,13,5,2,7,1
2,0,0,0,1,0,0
0,0,0,0,0,0,0
2,0,1,0,2,1,1
0,0,0,0,0,0,0
14,7,4,1,2,1,2
1,0,0,0,0,0,0
3,3,2,3,1,0,0
5,1,1,1,1,1,1
620,256,100,42,82,40,25
2,2,1,0,1,3,1
0,0,0,0,0,0,0
7,0,1,1,0,0,0
3,1,2,0,1,1,0
3,0,0,0,0,0,0
5,1,1,0,0,0,0
2,3,0,0,0,0,0
4,2,1,1,1,0,0
74,25,28,23,10,7,7
0,0,1,0,0,0,0
5,2,3,0,0,2,2
0,0,1,0,0,0,0
25,24,11,5,6,2,0
1,0,1,2,0,1,0
53,27,15,19,16,12,4
0,0,0,0,0,0,0
16,4,2,0,0,0,0
1,0,0,1,3,0,0
1,3,0,1,1,0,0
2,1,0,0,0,0,0
18,1,10,4,2,1,1
2,3,0,0,1,1,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
5,12,9,8,4,0,0
6,4,3,3,3,0,0
9,6,3,5,3,3,0
160,85,72,48,51,38,21
5,1,1,2,1,2,0
0,0,0,0,0,0,0
6,1,1,2,0,0,0
35,1,4,10,7,0,2
17,14,5,5,6,2,0
1,0,1,2,0,0,0
9,1,4,1,1,0,0
47,17,17,5,4,2,3
20,11,9,3,2,2,1
0,0,0,0,0,0,0
6,10,9,1,5,1,1
5,1,0,0,1,0,0
4,4,6,4,4,3,1
0,0,0,0,0,0,0
13,8,7,2,0,1,1
0,0,0,0,0,0,0
45,5,9,5,4,0,2
3,1,3,1,0,1,0
2,3,0,2,2,0,0
0,0,0,0,0,0,0
1,1,0,0,0,1,0
30,14,13,7,6,5,3
0,0,0,2,1,2,1
0,0,0,0,0,0,2
42,17,10,6,4,1,9
3,2,2,3,0,1,1
25,11,9,8,5,4,0
2,0,0,0,0,0,0
39,9,8,8,6,4,3
4,0,0,1,0,0,0
0,0,0,1,0,2,1
3,0,0,0,0,0,0
2,7,21,11,4,0,0
