7,3,0,3,4,5,6
0,1,0,0,1,2,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
13,9,10,7,12,12,10
21,19,24,17,7,15,6
0,0,0,0,1,0,1
0,0,0,0,0,0,0
10,16,14,7,8,6,13
1,1,1,1,2,2,2
0,0,0,0,0,0,0
0,3,3,3,2,2,0
12,16,18,15,11,17,12
6,7,7,6,3,5,6
4,8,7,5,3,3,1
1,2,2,1,2,3,1
5,7,13,8,6,6,8
0,0,0,0,0,1,0
0,0,3,4,5,1,1
1,0,0,1,0,1,1
1,2,3,2,1,0,0
0,0,3,5,5,2,4
2,4,0,0,2,1,3
1,0,0,0,0,0,0
3,1,0,0,0,0,0
12,6,2,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,0,0,0
22,14,23,25,27,24,21
1,0,0,0,0,0,0
7,2,8,6,7,4,4
10,8,2,5,6,3,7
2,2,0,0,1,3,1
0,0,0,0,0,0,0
7,9,2,5,5,7,5
0,0,0,0,0,0,0
17,6,11,5,15,3,10
1,0,0,0,0,2,2
1,4,1,1,0,0,3
8,31,6,6,3,3,3
9,1,4,9,3,3,3
1,1,0,0,2,3,0
2,2,0,4,3,1,1
10,8,6,11,8,8,9
1,0,0,0,0,0,0
2,5,9,8,4,7,3
3,0,4,4,5,5,9
0,0,0,0,0,0,0
7,9,28,16,2,3,6
0,0,0,0,0,0,0
0,0,0,1,0,0,1
1,0,0,3,0,0,1
0,0,16,0,0,15,20
49,56,47,55,43,39,45
19,14,17,11,21,16,11
2,2,2,0,0,0,1
4,4,6,6,4,6,5
14,18,7,4,4,8,11
1,2,4,1,3,2,3
0,0,0,0,0,0,0
8,15,9,11,8,7,12
16,10,8,10,9,9,7
7,0,5,4,7,2,3
0,0,0,0,0,0,0
0,0,0,0,1,1,0
1,1,2,1,9,0,5
3,0,0,0,2,0,1
2,2,4,6,4,3,4
5,3,3,3,3,6,3
1,1,1,3,2,4,1
16,3,2,3,1,6,4
0,0,0,0,0,0,1
3,3,1,2,5,2,0
0,0,0,0,0,0,0
5,12,0,6,0,0,0
7,10,6,7,8,13,11
1,1,1,1,1,1,1
13,6,7,9,19,9,9
3,2,3,1,2,2,1
0,1,2,1,3,1,2
11,8,18,8,11,9,10
1,0,0,0,0,0,0
0,1,1,0,0,1,1
0,0,0,0,0,1,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
26,1,1,7,7,2,2
5,11,4,4,5,3,3
2,3,0,2,2,1,4
0,0,0,0,0,0,0
21,23,16,24,14,21,16
0,0,0,0,0,0,0
4,0,1,2,1,2,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0,1,2,5,1,2
7,3,5,0,3,1,1
0,0,0,0,0,3,15
0,0,0,0,0,0,0
1,2,5,4,1,1,6
0,0,0,0,0,0,0
0,2,1,3,0,0,0
5,6,8,6,3,7,5
0,0,0,0,0,0,0
6,4,10,6,10,9,8
9,16,18,7,9,6,3
7,7,14,10,12,15,7
3,3,1,4,1,5,1
4,9,5,1,5,6,3
75,67,80,57,98,95,100
1,1,0,0,0,0,0
1,1,1,0,0,1,1
23,22,23,20,8,7,22
2,13,31,42,6,0,0
5,13,7,9,1,0,3
4,0,2,3,3,2,0
3,1,1,1,1,0,0
5,4,6,3,6,4,1
0,1,2,1,0,3,1
7,3,3,5,5,5,5
0,0,0,0,2,0,0
3,1,3,4,2,4,2
0,0,0,0,0,0,0
18,19,18,15,16,18,16
7,5,4,8,4,2,6
9,8,5,10,7,5,2
6,6,13,5,6,12,6
2,0,2,5,0,2,1
3,5,2,5,3,3,4
4,4,5,4,5,4,4
0,0,0,0,0,0,2
2,2,3,3,4,2,4
1,0,0,0,1,0,0
59,58,59,53,50,68,70
5,8,8,7,5,8,7
2,1,1,1,1,0,0
2,2,7,16,1,1,2
1,0,0,0,0,0,0
12,6,8,10,4,10,10
1,0,1,0,0,0,0
0,0,0,0,0,0,0
2,1,1,0,2,1,5
0,0,0,0,0,0,0
4,3,1,2,1,1,1
8,1,11,7,8,14,14
0,0,0,0,1,0,1
1,2,1,1,0,1,3
0,0,1,1,0,0,1
1,0,0,0,0,1,0
